frame,time_s,local_scale,cumulative_zoom_raw,cumulative_zoom_display,anchor_scale,zoom_velocity_log,zoom_velocity,zoom_jerk,correlation
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,0.016666666666666666,1.0009500777100457,0.0009496266718764424,0.0009496266718764424,1.0009500777100457,0.0009496266718764424,0.000950077710045738,0.0009496266718764424,0.6841019439697266
2,0.03333333333333333,0.9996680833988129,0.0006176549741822597,0.0006176549741822597,1.000327155931712,-0.0003319716976941826,-0.0003319166011871433,0.001281598369570625,0.7777257758011052
3,0.05,0.9992547956826577,-0.00012782714591908027,-0.00012782714591908027,0.9997789599014668,-0.00074548212010134,-0.0007452043173422629,0.0004135104224071574,0.7383493191518902
4,0.06666666666666667,0.9997341288012781,-0.00039373369465397514,-0.00039373369465397514,0.9992155010935034,-0.00026590654873489487,-0.0002658711987219009,0.00047957557136644514,0.6825406535466512
5,0.08333333333333333,0.9996379114431836,-0.0007558878213604217,-0.0007558878213604217,0.999383797899442,-0.00036215412670644655,-0.00036208855681640895,9.624757797155168e-05,0.7443950915925297
6,0.1,1.0006352307331918,-0.00012085876180911346,-0.00012085876180911346,0.99951652864906,0.0006350290595513083,0.0006352307331918272,0.0009971831862577549,0.6408549233424811
7,0.11666666666666667,1.0008082776453218,0.0006870924030494163,0.0006870924030494163,0.9995259926155385,0.0008079511648585297,0.0008082776453217644,0.00017292210530722143,0.6257448347851082
8,0.13333333333333333,1.0007751588824365,0.0014619510050061179,0.0014619510050061179,0.9999013285222002,0.0007748586019567017,0.0007751588824365108,3.309256290182799e-05,0.6018871278821686
9,0.15,1.0007991875817455,0.0022608194064015013,0.0022608194064015013,1.000227716177321,0.0007988684013953833,0.0007991875817454641,2.400979943868156e-05,0.5872356673817576
10,0.16666666666666666,1.0006797753623395,0.002940363826122895,0.002940363826122895,1.0004671619436103,0.0006795444197213936,0.0006797753623395408,0.00011932398167398967,0.5837233406820415
11,0.18333333333333332,1.0007391575388647,0.0036792483225932086,0.0036792483225932086,1.0003222669814742,0.0007388844964703136,0.0007391575388646654,5.934007674892e-05,0.566361599203981
12,0.2,0.999597904942849,0.0032770724035478247,0.0032770724035478247,1.0006196039461548,-0.000402175919045384,-0.00040209505715105287,0.0011410604155156975,0.528385440920606
13,0.21666666666666667,1.0001310948018813,0.00340815861325654,0.00340815861325654,1.0004819453920155,0.00013108620970871514,0.00013109480188133737,0.0005332621287540991,0.5865222113515124
14,0.23333333333333334,1.0006195140802538,0.004027480873881789,0.004027480873881789,0.9999790766937137,0.000619322260625249,0.0006195140802538468,0.00048823605091653387,0.5629899920946286
15,0.25,1.0002983104389664,0.004325746827136048,0.004325746827136048,1.0009056561746419,0.0002982659532542594,0.0002983104389664426,0.00032105630737098957,0.6219019510716568
16,0.26666666666666666,1.0006045590140389,0.004930123168994573,0.004930123168994573,1.0007925390368861,0.0006043763418585253,0.0006045590140388857,0.0003061103886042659,0.6730326351118676
17,0.2833333333333333,1.0008019158299768,0.005731717636264604,0.005731717636264604,0.9999610510558204,0.0008015944672700306,0.0008019158299767959,0.00019721812541150527,0.6473775236694901
18,0.3,1.0009769806131554,0.006708221314472983,0.006708221314472983,0.9996727447039361,0.000976503678208378,0.0009769806131554315,0.0001749092109383474,0.6665806831548243
19,0.31666666666666665,1.001160341997545,0.007867890635548571,0.007867890635548571,1.0003152631554095,0.0011596693210755874,0.0011603419975450002,0.00018316564286720944,0.6802447306079629
20,0.3333333333333333,1.0012764845591426,0.009143561180920053,0.009143561180920053,0.9999754194896641,0.0012756705453714815,0.0012764845591426432,0.00011600122429589405,0.6958345413796696
21,0.35,1.0005622111658432,0.009705614365275625,0.009705614365275625,0.9997994316529397,0.000562053184355572,0.0005622111658432072,0.0007136173610159095,0.6597365707821317
22,0.36666666666666664,1.0006840272421211,0.010389407767391988,0.010389407767391988,1.0001414128507795,0.0006837934021163634,0.0006840272421211324,0.00012174021776079134,0.6741429875220781
23,0.38333333333333336,1.0008075650353019,0.011196646897498707,0.011196646897498707,1.0000826243664676,0.000807239130106719,0.0008075650353018826,0.00012344572799035563,0.6766323267088996
24,0.4,1.000772902253198,0.01196925061556588,0.01196925061556588,0.9999926364787733,0.0007726037180671742,0.0007729022531979268,3.463541203954483e-05,0.704098031550278
25,0.4166666666666667,1.000760591749013,0.012729553261258322,0.012729553261258322,1.0005430158390114,0.0007603026456924413,0.0007605917490129954,1.2301072374732878e-05,0.6761129206198233
26,0.43333333333333335,1.0005675925266688,0.013296984768215158,0.013296984768215158,0.9999700522349467,0.000567431506956836,0.0005675925266688253,0.0001928711387356053,0.6865930213457272
27,0.45,1.000499622888475,0.013796482886731751,0.013796482886731751,1.0009544319108021,0.0004994981185165927,0.0004996228884750487,6.793338844024324e-05,0.7003494655938796
28,0.4666666666666667,0.9999015287227094,0.013698006760826656,0.013698006760826656,1.0000484162212084,-9.8476125905096e-05,-9.847127729056826e-05,0.0005979742444216888,0.733389952123901
29,0.48333333333333334,1.0005305616263052,0.014228427689075954,0.014228427689075954,0.9999485026206698,0.0005304209282492987,0.0005305616263051594,0.0006288970541543947,0.775984562061451
30,0.5,1.0000759075746057,0.014304332382847534,0.014304332382847534,1.0006371035203598,7.590469377158061e-05,7.590757460573805e-05,0.0004545162344777181,0.7439281568998172
31,0.5166666666666667,0.998983131721454,0.01328694674299834,0.01328694674299834,1.0003754848169875,-0.001017385639849193,-0.0010168682785459682,0.0010932903336207736,0.7944191535902612
32,0.5333333333333333,1.0004545769365194,0.013741420390722752,0.013741420390722752,1.0002530984498725,0.00045447364772441143,0.0004545769365194019,0.0014718592875736043,0.7657343967166947
33,0.55,0.9986737343646336,0.012414274486689084,0.012414274486689084,0.9999888381439179,-0.0013271459040336668,-0.0013262656353664193,0.0017816195517580782,0.6932455650376684
34,0.5666666666666667,1.000426377579411,0.012840561193009994,0.012840561193009994,1.0003504825199707,0.0004262867063209103,0.000426377579411108,0.001753432610354577,0.7410700437169017
35,0.5833333333333334,0.999452385108453,0.01229279630566584,0.01229279630566584,0.9999836405348455,-0.0005477648873441534,-0.000547614891546977,0.0009740515936650637,0.6430364417293926
36,0.6,0.9996220183362797,0.011914743188870643,0.011914743188870643,0.9997019779098502,-0.0003780531167951957,-0.00037798166372027264,0.00016971177054895772,0.6154234848493412
37,0.6166666666666667,0.9996410735285662,0.011555752287913498,0.011555752287913498,0.9999995114675192,-0.000358990900957146,-0.00035892647143376255,1.9062215838049664e-05,0.5697999180687798
38,0.6333333333333333,1.0002725067905334,0.01182822195521549,0.01182822195521549,1.0001388636636923,0.0002724696673019919,0.0002725067905333667,0.0006314605682591379,0.5613814951387452
39,0.65,0.9998759945895608,0.011704208855469677,0.011704208855469677,0.9997896729033492,-0.0001240130997458135,-0.00012400541043922075,0.00039648276704780535,0.6090024656425288
40,0.6666666666666666,1.0007180852087556,0.012422036364401338,0.012422036364401338,0.9996218871782374,0.0007178275089316617,0.0007180852087556033,0.0008418406086774751,0.6751976968035286
41,0.6833333333333333,1.000097838578506,0.012519870157025758,0.012519870157025758,0.9994954702573075,9.783379262442009e-05,9.78385785059821e-05,0.0006199937163072416,0.7171579888426227
42,0.7,0.9999932605761411,0.012513130710456868,0.012513130710456868,0.9992821901182712,-6.739446568889284e-06,-6.739423858870275e-06,0.00010457323919330937,0.7133490585986478
43,0.7166666666666667,1.0003725750305943,0.012885636352208947,0.012885636352208947,1.000091745868202,0.00037250564175207815,0.000372575030594291,0.00037924508832096746,0.680672130599434
44,0.7333333333333333,1.0001194222431957,0.013005051465136253,0.013005051465136253,1.0000201068817998,0.00011941511292730598,0.00011942224319572148,0.00025309052882477214,0.7253929997079166
45,0.75,1.000134689683414,0.013139732078709257,0.013139732078709257,0.9999288585217894,0.00013468061357300434,0.00013468968341401322,1.5265500645698357e-05,0.7596981067421995
46,0.7666666666666667,1.0006683068307993,0.013807815691944881,0.013807815691944881,0.9996242626047843,0.000668083613235624,0.0006683068307993256,0.0005334029996626197,0.7456975928059331
47,0.7833333333333333,0.9998733712400945,0.01368117891394103,0.01368117891394103,0.9995259057323875,-0.0001266367780038509,-0.0001266287599055449,0.0007947203912394749,0.7301769260123924
48,0.8,1.0003022434589592,0.013983376706547366,0.013983376706547366,0.9997129573790428,0.00030219779260633677,0.0003022434589592393,0.0004288345706101877,0.7087549994904317
49,0.8166666666666667,0.9995080110534516,0.01349126669372668,0.01349126669372668,1.0003501596157545,-0.0004921100128206861,-0.0004919889465484495,0.0007943078054270228,0.6506512946258357
50,0.8333333333333334,0.9992686353613811,0.012759634477517998,0.012759634477517998,1.0002385818559938,-0.0007316322162086825,-0.0007313646386188921,0.00023952220338799648,0.6672406973956544
51,0.85,0.9993278805965834,0.012087289100595377,0.012087289100595377,0.9997510553563365,-0.000672345376922621,-0.0006721194034166045,5.928683928606152e-05,0.6589943675641661
52,0.8666666666666667,0.9997837114517908,0.011870977158644864,0.011870977158644864,0.9993978708849244,-0.0002163119419505121,-0.00021628854820920917,0.0004560334349721089,0.6938370840049084
53,0.8833333333333333,0.9993027276441757,0.011173461595390363,0.011173461595390363,0.999790947853124,-0.0006975155632545007,-0.0006972723558242855,0.00048120362130398854,0.6680791321507207
54,0.9,0.9989050970199963,0.010077958771231445,0.010077958771231445,1.0001672524113259,-0.0010955028241589173,-0.001094902980003698,0.0003979872609044166,0.7986537800894843
55,0.9166666666666666,0.9991357480278653,0.009213333118042514,0.009213333118042514,0.9998453403375644,-0.0008646256531889302,-0.0008642519721346886,0.00023087717096998707,0.7187917098881286
56,0.9333333333333333,0.9986774516805856,0.007889909459729111,0.007889909459729111,0.9997846200203856,-0.0013234236583134025,-0.0013225483194143628,0.0004587980051244723,0.70186114590845
57,0.95,0.9991379041253193,0.00702744176668913,0.00702744176668913,1.0004054105784697,-0.0008624676930399808,-0.0008620958746806684,0.0004609559652734217,0.6504225833622026
58,0.9666666666666667,0.9992900300083521,0.0063172196269946634,0.0063172196269946634,1.0000575352010854,-0.0007102221396944668,-0.0007099699916478519,0.000152245553345514,0.6905314766919172
59,0.9833333333333333,0.9990890615764879,0.005405866046936347,0.005405866046936347,1.000542870009611,-0.0009113535800583166,-0.0009109384235120865,0.0002011314403638499,0.7323464539610309
60,1.0,0.9993428227884239,0.004748472799762241,0.004748472799762241,1.0004109019193987,-0.0006573932471741061,-0.0006571772115760988,0.00025396033288421055,0.6738689963022868
61,1.0166666666666666,1.0003404904752629,0.005088905321297979,0.005088905321297979,1.0000300602980328,0.0003404325215357382,0.0003404904752628557,0.0009978257687098444,0.6734938745145445
62,1.0333333333333334,0.9999561831959228,0.005045087557236609,0.005045087557236609,1.0001695810264366,-4.38177640613702e-05,-4.381680407716804e-05,0.0003842502855971084,0.7198085264217706
63,1.05,1.000281348722124,0.005326396708230948,0.005326396708230948,1.000217450012917,0.0002813091509943386,0.00028134872212404183,0.0003251269150557088,0.6940198064733435
64,1.0666666666666667,1.0000403732242544,0.005366769117508695,0.005366769117508695,0.9999857616480332,4.037240927774786e-05,4.0373224254430795e-05,0.00024093674171659073,0.6848651728806672
65,1.0833333333333333,1.000441711065898,0.0058083826577916085,0.0058083826577916085,1.0002055937052812,0.00044161354028291307,0.00044171106589807607,0.0004012411310051652,0.650714325139552
66,1.1,1.0001968684797602,0.006005231761495621,0.006005231761495621,0.9998724469629315,0.0001968491037040126,0.00019686847976019273,0.0002447644365789005,0.6323431853306146
67,1.1166666666666667,1.0001437657450745,0.006148987173265728,0.006148987173265728,0.9995896580466122,0.0001437554117701077,0.0001437657450744645,5.309369193390491e-05,0.6593380486523663
68,1.1333333333333333,1.0000300763767316,0.006179063097712158,0.006179063097712158,0.9993945740580806,3.0075924446430426e-05,3.0076376731580368e-05,0.00011367948732367727,0.6340528375425456
69,1.15,0.9994371378661661,0.005616042497521434,0.005616042497521434,0.9995060546348451,-0.0005630206001907244,-0.0005628621338339412,0.0005930965246371548,0.6548252449506595
70,1.1666666666666667,0.9995894847651601,0.005205442978235002,0.005205442978235002,0.9999303484581513,-0.00041059951928643215,-0.00041051523483992547,0.00015242108090429224,0.6782473753263921
71,1.1833333333333333,0.9995681256102701,0.004773475303901715,0.004773475303901715,0.999681879289084,-0.00043196767433328697,-0.00043187438972991377,2.136815504685482e-05,0.6989390948672354
72,1.2,0.999550025055045,0.004323399089840968,0.004323399089840968,1.0004641309689977,-0.000450076214060746,-0.00044997494495502277,1.810853972745904e-05,0.6469646701695007
73,1.2166666666666666,0.9999491692498202,0.004272567047734853,0.004272567047734853,0.999903293450008,-5.083204210611519e-05,-5.083075017975336e-05,0.0003992441719546308,0.6374436185389389
74,1.2333333333333334,0.9999516894648179,0.0042242553455613015,0.0042242553455613015,1.0001712094719208,-4.831170217355145e-05,-4.831053518206119e-05,2.520339932563736e-06,0.6586613892920223
75,1.25,1.0004058589552256,0.004630031962318918,0.004630031962318918,1.0002196945633481,0.00040577661675761666,0.000405858955225602,0.0004540883189311681,0.6432418159202293
76,1.2666666666666666,1.000316370963911,0.004946352891489168,0.004946352891489168,0.9995727008259496,0.00031632092917025076,0.0003163709639109058,8.94556875873659e-05,0.6393838957798333
77,1.2833333333333334,0.9999575830241016,0.0049039350159654545,0.0049039350159654545,0.9997098528362844,-4.241787552371356e-05,-4.2416975898351694e-05,0.0003587388046939643,0.6452065885802846
78,1.3,0.9991784368069605,0.004082034154929478,0.004082034154929478,1.00025061415515,-0.0008219008610359761,-0.0008215631930394984,0.0007794829855122626,0.6237271825472513
79,1.3166666666666667,1.00049426216991,0.004576174217526868,0.004576174217526868,0.9999119132897594,0.0004941400625973894,0.000494262169909998,0.0013160409236333656,0.5596603473616235
80,1.3333333333333333,0.9999154397957521,0.0044916104378633845,0.0044916104378633845,0.9998036618262236,-8.456377966348338e-05,-8.456020424785216e-05,0.0005787038422608728,0.5946769687864516
81,1.35,1.000361653144302,0.0048531982014299825,0.0048531982014299825,0.9994130071332911,0.0003615877635665977,0.0003616531443020321,0.0004461515432300811,0.6465231442157133
82,1.3666666666666667,1.0005092630052812,0.005362331576315687,0.005362331576315687,1.0001785979943105,0.0005091333748857039,0.0005092630052812019,0.0001475456113191062,0.6796637800151919
83,1.3833333333333333,0.9999817013546705,0.005344032763563894,0.005344032763563894,1.0001654332690175,-1.8298812751792584e-05,-1.829864532953973e-05,0.0005274321876374965,0.7211116385754244
84,1.4,1.000588715365257,0.005932574903913755,0.005932574903913755,1.000231365213679,0.0005885421403498613,0.0005887153652570642,0.0006068409531016539,0.7021435679918454
85,1.4166666666666667,1.0006363492930954,0.006568721812651304,0.006568721812651304,0.9997206203415242,0.0006361469087375497,0.0006363492930954173,4.760476838768836e-05,0.7650156018763412
86,1.4333333333333333,1.0002428922601685,0.006811584579270512,0.006811584579270512,0.999441511090886,0.00024286276661920745,0.0002428922601684924,0.00039328414211834225,0.7747837657692992
87,1.45,1.0006621936283786,0.0074735590541910625,0.0074735590541910625,1.0002184814817672,0.0006619744749205507,0.0006621936283786045,0.0004191117083013432,0.8022676380033846
88,1.4666666666666666,1.0010831859166769,0.008556158748290077,0.008556158748290077,1.0001211551975748,0.0010825996940990147,0.0010831859166768876,0.000420625219178464,0.7064977054831423
89,1.4833333333333334,1.000767844434899,0.00932370854146741,0.00932370854146741,0.9998745095039616,0.0007675497931773332,0.0007678444348990787,0.0003150499009216814,0.7330880877412396
90,1.5,1.0008828120725892,0.010206131164669105,0.010206131164669105,0.9998352100468401,0.0008824226232016947,0.000882812072589223,0.00011487283002436144,0.7812054968174593
91,1.5166666666666666,1.0003855517885962,0.01059160864727308,0.01059160864727308,0.9997392916368183,0.0003854774826039749,0.00038555178859622785,0.0004969451405977198,0.7456626349613991
92,1.5333333333333334,0.9989215567220521,0.009512583430943964,0.009512583430943964,1.000399747493611,-0.0010790252163291154,-0.001078443277947927,0.0014645026989330903,0.7023039413970193
93,1.55,0.9998360776155861,0.009348647609787627,0.009348647609787627,1.000078392822836,-0.00016393582115633724,-0.00016392238441387263,0.0009150893951727782,0.7575628574983573
94,1.5666666666666667,1.0006190312202905,0.009967487309286437,0.009967487309286437,0.9998143526728017,0.00061883969949881,0.0006190312202905002,0.0007827755206551473,0.7683430943960025
95,1.5833333333333333,1.0009690946405116,0.010936112680739898,0.010936112680739898,0.9996139614118201,0.0009686253714534614,0.0009690946405116474,0.00034978567195465134,0.8148590318067575
96,1.6,0.9997657249568407,0.010701810190895859,0.010701810190895859,1.0000228663877515,-0.0002343024898440383,-0.00023427504315931547,0.0012029278612974998,0.7818761275138384
97,1.6166666666666667,0.9996263217978104,0.010328062153609098,0.010328062153609098,0.9996932399173987,-0.0003737480372867602,-0.0003736782021895868,0.00013944554744272188,0.7357018241175899
98,1.6333333333333333,0.9996481113724616,0.009976111598739462,0.009976111598739462,0.9994015755947093,-0.0003519505548696365,-0.00035188862753843253,2.1797482417123713e-05,0.7931751168804404
99,1.65,0.9993563404717901,0.009332244832803654,0.009332244832803654,0.9996836684570202,-0.0006438667659358072,-0.0006436595282098834,0.0002919162110661707,0.8039036306922819
100,1.6666666666666667,0.9996902402107796,0.009022437058110145,0.009022437058110145,1.000131773709747,-0.0003098077746935099,-0.0003097597892204318,0.00033405899124229726,0.7939050748907489
101,1.6833333333333333,0.9996733180964485,0.008695701782401512,0.008695701782401512,0.9992913772669787,-0.00032673527570863364,-0.0003266819035514512,1.6927501015123725e-05,0.7284872478320275
102,1.7,0.999162423088326,0.007857773907199746,0.007857773907199746,0.9994882924325978,-0.0008379278752017661,-0.0008375769116739651,0.0005111925994931325,0.7181906813751032
103,1.7166666666666666,0.9994332456401274,0.007290858881366604,0.007290858881366604,0.9999928741029087,-0.000566915025833142,-0.0005667543598726343,0.0002710128493686241,0.7062287509294204
104,1.7333333333333334,0.9994318778505815,0.006722575289410842,0.006722575289410842,0.9998754771371534,-0.0005682835919557617,-0.0005681221494184818,1.368566122619667e-06,0.6903128562150178
105,1.75,0.9992086717933022,0.005930933817272923,0.005930933817272923,1.0002412443476063,-0.0007916414721379188,-0.0007913282066978056,0.00022335788018215707,0.6085179691550172
106,1.7666666666666666,1.000145138485572,0.006076061771273899,0.006076061771273899,0.9997006219022923,0.0001451279540009754,0.00014513848557196063,0.0009367694261388942,0.5857309609872323
107,1.7833333333333334,1.0000911413339113,0.006167198952066175,0.006167198952066175,0.9999313983516303,9.113718079227603e-05,9.11413339113043e-05,5.399077320869938e-05,0.5872058064554945
108,1.8,0.9999509566997911,0.006118154449195266,0.006118154449195266,1.000464589736106,-4.904450287090918e-05,-4.9043300208939655e-05,0.00014018168366318522,0.5681646121578452
109,1.8166666666666667,0.9997985300339087,0.005916664185304065,0.005916664185304065,0.9999820025163948,-0.0002014902638912011,-0.0002014699660912722,0.00015244576102029192,0.571192544536826
110,1.8333333333333333,0.9999482113498371,0.005864874194062755,0.005864874194062755,0.9996747220831349,-5.1789991241309854e-05,-5.1788650162865046e-05,0.00014970027264989125,0.6247638718875838
111,1.85,1.0000447926243599,0.0059096658152629706,0.0059096658152629706,1.000257146773324,4.479162120021478e-05,4.4792624359857314e-05,9.658161244152463e-05,0.6331329910843461
112,1.8666666666666667,1.0000172707175967,0.005926936383722562,0.005926936383722562,1.0001555930524932,1.7270568459591925e-05,1.7270717596717944e-05,2.7521052740622856e-05,0.6229139872539191
113,1.8833333333333333,0.9994981836997295,0.005424994131514238,0.005424994131514238,1.0002796530081968,-0.0005019422522083249,-0.0005018163002704634,0.0005192128206679168,0.7275860506811259
114,1.9,0.999679154486419,0.005104097135999294,0.005104097135999294,0.999596036969939,-0.0003208969955149438,-0.0003208455135810251,0.00018104525669338108,0.715944752752045
115,1.9166666666666667,1.0002978426286073,0.005401895418296174,0.005401895418296174,1.0006674162483713,0.0002977982822968802,0.00029784262860732547,0.0006186952778118239,0.7829420322842068
116,1.9333333333333333,1.000782481824282,0.006184071263280686,0.006184071263280686,1.0008678559971207,0.0007821758449845116,0.0007824818242820886,0.0004843775626876314,0.6982734516520559
117,1.95,0.9991175042141347,0.0053011858487620545,0.0053011858487620545,0.9999138646607282,-0.000882885414518631,-0.0008824957858653004,0.0016650612595031427,0.7313774375120798
118,1.9666666666666666,0.9996980645307688,0.0049992047878396825,0.0049992047878396825,1.0005728219005297,-0.0003019810609223715,-0.00030193546923118486,0.0005809043535962595,0.7161044260013251
119,1.9833333333333334,0.9996841126787744,0.0046832675637048585,0.0046832675637048585,0.9999069248477562,-0.00031593722413482395,-0.00031588732122556085,1.3956163212452423e-05,0.7479720878012386
